run_1,lane_1,tag_1,run_2,lane_2,tag_2,sample_accession_number,sanger_sample_id,nice_sample_id,species,background,ploidy,cross,cross_rep,selection,selection_rep,time,clone,sample,population,coverage,
6738,5,65,,,,ERS041814,Ura3_69,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,65,WAxNA_F12_1_YPD_T0_C65,WAxNA_F12_1_YPD,14.2348328,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289753/WAxNA_F12_1_YPD_T0_C65.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289753/WAxNA_F12_1_YPD_T0_C65.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290092/WAxNA_F12_1_YPD_T0_C65.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290092/WAxNA_F12_1_YPD_T0_C65.de_novo.vcf.gz.tbi
6738,5,66,,,,ERS041815,Ura3_70,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,66,WAxNA_F12_1_YPD_T0_C66,WAxNA_F12_1_YPD,12.79797638,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289639/WAxNA_F12_1_YPD_T0_C66.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289639/WAxNA_F12_1_YPD_T0_C66.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290094/WAxNA_F12_1_YPD_T0_C66.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290094/WAxNA_F12_1_YPD_T0_C66.de_novo.vcf.gz.tbi
6738,5,67,,,,ERS041816,Ura3_71,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,67,WAxNA_F12_1_YPD_T0_C67,WAxNA_F12_1_YPD,12.09188728,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289901/WAxNA_F12_1_YPD_T0_C67.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289901/WAxNA_F12_1_YPD_T0_C67.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290204/WAxNA_F12_1_YPD_T0_C67.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290204/WAxNA_F12_1_YPD_T0_C67.de_novo.vcf.gz.tbi
6738,5,68,,,,ERS041817,Ura3_72,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,68,WAxNA_F12_1_YPD_T0_C68,WAxNA_F12_1_YPD,15.47633611,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289791/WAxNA_F12_1_YPD_T0_C68.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289791/WAxNA_F12_1_YPD_T0_C68.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290111/WAxNA_F12_1_YPD_T0_C68.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290111/WAxNA_F12_1_YPD_T0_C68.de_novo.vcf.gz.tbi
6738,5,69,,,,ERS041818,Ura3_73,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,69,WAxNA_F12_1_YPD_T0_C69,WAxNA_F12_1_YPD,9.475996122,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289690/WAxNA_F12_1_YPD_T0_C69.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289690/WAxNA_F12_1_YPD_T0_C69.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290026/WAxNA_F12_1_YPD_T0_C69.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290026/WAxNA_F12_1_YPD_T0_C69.de_novo.vcf.gz
6738,5,70,,,,ERS041819,Ura3_74,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,70,WAxNA_F12_1_YPD_T0_C70,WAxNA_F12_1_YPD,20.1365868,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289727/WAxNA_F12_1_YPD_T0_C70.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289727/WAxNA_F12_1_YPD_T0_C70.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290237/WAxNA_F12_1_YPD_T0_C70.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290237/WAxNA_F12_1_YPD_T0_C70.de_novo.vcf.gz.tbi
6738,5,71,,,,ERS041820,Ura3_75,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,71,WAxNA_F12_1_YPD_T0_C71,WAxNA_F12_1_YPD,13.86182865,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289697/WAxNA_F12_1_YPD_T0_C71.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289697/WAxNA_F12_1_YPD_T0_C71.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290326/WAxNA_F12_1_YPD_T0_C71.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290326/WAxNA_F12_1_YPD_T0_C71.de_novo.vcf.gz
6738,5,72,,,,ERS041821,Ura3_76,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,YPD,,0,72,WAxNA_F12_1_YPD_T0_C72,WAxNA_F12_1_YPD,20.18088449,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289924/WAxNA_F12_1_YPD_T0_C72.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289924/WAxNA_F12_1_YPD_T0_C72.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290303/WAxNA_F12_1_YPD_T0_C72.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290303/WAxNA_F12_1_YPD_T0_C72.de_novo.vcf.gz
6738,5,73,,,,ERS041822,Ura3_77,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,73,WAxNA_F12_1_YPD_T0_C73,WAxNA_F12_1_YPD,15.3631812,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289811/WAxNA_F12_1_YPD_T0_C73.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289811/WAxNA_F12_1_YPD_T0_C73.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290068/WAxNA_F12_1_YPD_T0_C73.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290068/WAxNA_F12_1_YPD_T0_C73.de_novo.vcf.gz.tbi
6738,5,74,,,,ERS041823,Ura3_78,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,74,WAxNA_F12_1_YPD_T0_C74,WAxNA_F12_1_YPD,23.79040417,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289684/WAxNA_F12_1_YPD_T0_C74.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289684/WAxNA_F12_1_YPD_T0_C74.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290194/WAxNA_F12_1_YPD_T0_C74.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290194/WAxNA_F12_1_YPD_T0_C74.de_novo.vcf.gz.tbi
6738,5,75,,,,ERS041824,Ura3_79,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,75,WAxNA_F12_1_YPD_T0_C75,WAxNA_F12_1_YPD,20.57146343,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289994/WAxNA_F12_1_YPD_T0_C75.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289994/WAxNA_F12_1_YPD_T0_C75.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290277/WAxNA_F12_1_YPD_T0_C75.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290277/WAxNA_F12_1_YPD_T0_C75.de_novo.vcf.gz.tbi
6738,5,76,,,,ERS041825,Ura3_80,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,76,WAxNA_F12_1_YPD_T0_C76,WAxNA_F12_1_YPD,11.80952629,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289870/WAxNA_F12_1_YPD_T0_C76.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289870/WAxNA_F12_1_YPD_T0_C76.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290196/WAxNA_F12_1_YPD_T0_C76.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290196/WAxNA_F12_1_YPD_T0_C76.de_novo.vcf.gz
6738,5,77,,,,ERS041826,Ura3_81,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,77,WAxNA_F12_1_YPD_T0_C77,WAxNA_F12_1_YPD,17.98235909,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289886/WAxNA_F12_1_YPD_T0_C77.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289886/WAxNA_F12_1_YPD_T0_C77.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290254/WAxNA_F12_1_YPD_T0_C77.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290254/WAxNA_F12_1_YPD_T0_C77.de_novo.vcf.gz.tbi
6738,5,78,,,,ERS041827,Ura3_82,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,78,WAxNA_F12_1_YPD_T0_C78,WAxNA_F12_1_YPD,11.18625215,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289771/WAxNA_F12_1_YPD_T0_C78.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289771/WAxNA_F12_1_YPD_T0_C78.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290314/WAxNA_F12_1_YPD_T0_C78.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290314/WAxNA_F12_1_YPD_T0_C78.de_novo.vcf.gz.tbi
6738,5,79,,,,ERS041828,Ura3_83,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,79,WAxNA_F12_1_YPD_T0_C79,WAxNA_F12_1_YPD,11.40397798,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289745/WAxNA_F12_1_YPD_T0_C79.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289745/WAxNA_F12_1_YPD_T0_C79.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290133/WAxNA_F12_1_YPD_T0_C79.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290133/WAxNA_F12_1_YPD_T0_C79.de_novo.vcf.gz.tbi
6738,5,80,,,,ERS041829,Ura3_84,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,80,WAxNA_F12_1_YPD_T0_C80,WAxNA_F12_1_YPD,12.14040037,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289884/WAxNA_F12_1_YPD_T0_C80.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289884/WAxNA_F12_1_YPD_T0_C80.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290271/WAxNA_F12_1_YPD_T0_C80.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290271/WAxNA_F12_1_YPD_T0_C80.de_novo.vcf.gz
6738,5,81,,,,ERS041830,Ura3_85,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,81,WAxNA_F12_1_YPD_T0_C81,WAxNA_F12_1_YPD,16.30821816,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289973/WAxNA_F12_1_YPD_T0_C81.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289973/WAxNA_F12_1_YPD_T0_C81.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290168/WAxNA_F12_1_YPD_T0_C81.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290168/WAxNA_F12_1_YPD_T0_C81.de_novo.vcf.gz.tbi
6738,5,82,,,,ERS041831,Ura3_86,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,82,WAxNA_F12_1_YPD_T0_C82,WAxNA_F12_1_YPD,12.99910271,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289724/WAxNA_F12_1_YPD_T0_C82.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289724/WAxNA_F12_1_YPD_T0_C82.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290075/WAxNA_F12_1_YPD_T0_C82.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290075/WAxNA_F12_1_YPD_T0_C82.de_novo.vcf.gz.tbi
6738,5,83,,,,ERS041832,Ura3_87,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,YPD,,0,83,WAxNA_F12_1_YPD_T0_C83,WAxNA_F12_1_YPD,18.3617306,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289632/WAxNA_F12_1_YPD_T0_C83.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289632/WAxNA_F12_1_YPD_T0_C83.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290287/WAxNA_F12_1_YPD_T0_C83.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290287/WAxNA_F12_1_YPD_T0_C83.de_novo.vcf.gz
6738,5,84,,,,ERS041833,Ura3_120,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,84,WAxNA_F12_1_YPD_T0_C84,WAxNA_F12_1_YPD,21.30295343,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289720/WAxNA_F12_1_YPD_T0_C84.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289720/WAxNA_F12_1_YPD_T0_C84.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290109/WAxNA_F12_1_YPD_T0_C84.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290109/WAxNA_F12_1_YPD_T0_C84.de_novo.vcf.gz.tbi
6738,5,85,,,,ERS041834,Ura3_121,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,85,WAxNA_F12_1_YPD_T0_C85,WAxNA_F12_1_YPD,16.04285329,ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290005/WAxNA_F12_1_YPD_T0_C85.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290005/WAxNA_F12_1_YPD_T0_C85.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290082/WAxNA_F12_1_YPD_T0_C85.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290082/WAxNA_F12_1_YPD_T0_C85.de_novo.vcf.gz
6738,5,86,,,,ERS041835,Ura3_122,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,86,WAxNA_F12_1_YPD_T0_C86,WAxNA_F12_1_YPD,34.49968175,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289852/WAxNA_F12_1_YPD_T0_C86.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289852/WAxNA_F12_1_YPD_T0_C86.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290292/WAxNA_F12_1_YPD_T0_C86.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290292/WAxNA_F12_1_YPD_T0_C86.de_novo.vcf.gz.tbi
6738,5,87,,,,ERS041836,Ura3_123,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,87,WAxNA_F12_1_YPD_T0_C87,WAxNA_F12_1_YPD,18.4191949,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289670/WAxNA_F12_1_YPD_T0_C87.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289670/WAxNA_F12_1_YPD_T0_C87.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290187/WAxNA_F12_1_YPD_T0_C87.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290187/WAxNA_F12_1_YPD_T0_C87.de_novo.vcf.gz.tbi
6738,5,88,,,,ERS041837,Ura3_124,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,88,WAxNA_F12_1_YPD_T0_C88,WAxNA_F12_1_YPD,20.21304466,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289653/WAxNA_F12_1_YPD_T0_C88.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289653/WAxNA_F12_1_YPD_T0_C88.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290069/WAxNA_F12_1_YPD_T0_C88.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290069/WAxNA_F12_1_YPD_T0_C88.de_novo.vcf.gz.tbi
6738,5,89,,,,ERS041838,Ura3_126,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,89,WAxNA_F12_1_YPD_T0_C89,WAxNA_F12_1_YPD,20.43832263,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289823/WAxNA_F12_1_YPD_T0_C89.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289823/WAxNA_F12_1_YPD_T0_C89.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290360/WAxNA_F12_1_YPD_T0_C89.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290360/WAxNA_F12_1_YPD_T0_C89.de_novo.vcf.gz
6738,5,90,,,,ERS041839,Ura3_127,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,90,WAxNA_F12_1_YPD_T0_C90,WAxNA_F12_1_YPD,26.88685835,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289682/WAxNA_F12_1_YPD_T0_C90.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289682/WAxNA_F12_1_YPD_T0_C90.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290257/WAxNA_F12_1_YPD_T0_C90.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290257/WAxNA_F12_1_YPD_T0_C90.de_novo.vcf.gz.tbi
6738,5,91,,,,ERS041840,Ura3_128,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,91,WAxNA_F12_1_YPD_T0_C91,WAxNA_F12_1_YPD,16.79943406,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289853/WAxNA_F12_1_YPD_T0_C91.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289853/WAxNA_F12_1_YPD_T0_C91.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290150/WAxNA_F12_1_YPD_T0_C91.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290150/WAxNA_F12_1_YPD_T0_C91.de_novo.vcf.gz
6738,5,92,,,,ERS041841,Ura3_129,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,92,WAxNA_F12_1_YPD_T0_C92,WAxNA_F12_1_YPD,17.62664679,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289864/WAxNA_F12_1_YPD_T0_C92.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289864/WAxNA_F12_1_YPD_T0_C92.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290125/WAxNA_F12_1_YPD_T0_C92.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290125/WAxNA_F12_1_YPD_T0_C92.de_novo.vcf.gz.tbi
6738,5,93,,,,ERS041842,Ura3_130,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,93,WAxNA_F12_1_YPD_T0_C93,WAxNA_F12_1_YPD,23.74596233,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289800/WAxNA_F12_1_YPD_T0_C93.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289800/WAxNA_F12_1_YPD_T0_C93.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290205/WAxNA_F12_1_YPD_T0_C93.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290205/WAxNA_F12_1_YPD_T0_C93.de_novo.vcf.gz
6738,5,94,,,,ERS041843,Ura3_131,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,94,WAxNA_F12_1_YPD_T0_C94,WAxNA_F12_1_YPD,35.43544414,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289621/WAxNA_F12_1_YPD_T0_C94.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289621/WAxNA_F12_1_YPD_T0_C94.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290255/WAxNA_F12_1_YPD_T0_C94.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290255/WAxNA_F12_1_YPD_T0_C94.de_novo.vcf.gz
6738,5,95,,,,ERS041844,Ura3_132,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,95,WAxNA_F12_1_YPD_T0_C95,WAxNA_F12_1_YPD,15.34940199,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289933/WAxNA_F12_1_YPD_T0_C95.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289933/WAxNA_F12_1_YPD_T0_C95.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290340/WAxNA_F12_1_YPD_T0_C95.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290340/WAxNA_F12_1_YPD_T0_C95.de_novo.vcf.gz
6738,5,96,,,,ERS041845,Ura3_133,,Saccharomyces cerevisiae,WAxNA,haploid,F12,1,YPD,,0,96,WAxNA_F12_1_YPD_T0_C96,WAxNA_F12_1_YPD,27.0781024,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289644/WAxNA_F12_1_YPD_T0_C96.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289644/WAxNA_F12_1_YPD_T0_C96.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290106/WAxNA_F12_1_YPD_T0_C96.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290106/WAxNA_F12_1_YPD_T0_C96.de_novo.vcf.gz
8616,5,12,8939,1,12,ERS169301,R2_HU_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,2,,WAxNA_F12_2_HU_1_T2,WAxNA_F12_2_HU_1,100.8297646,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289657/WAxNA_F12_2_HU_1_T2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289657/WAxNA_F12_2_HU_1_T2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290102/WAxNA_F12_2_HU_1_T2.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290102/WAxNA_F12_2_HU_1_T2.de_novo.vcf.gz.tbi
8616,5,24,8939,1,24,ERS169314,R2_HU_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,4,,WAxNA_F12_2_HU_1_T4,WAxNA_F12_2_HU_1,101.0729857,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289976/WAxNA_F12_2_HU_1_T4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289976/WAxNA_F12_2_HU_1_T4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290040/WAxNA_F12_2_HU_1_T4.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290040/WAxNA_F12_2_HU_1_T4.de_novo.vcf.gz
8616,5,34,8939,1,34,ERS169324,R2_HU_T8,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,8,,WAxNA_F12_2_HU_1_T8,WAxNA_F12_2_HU_1,80.07201468,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289904/WAxNA_F12_2_HU_1_T8.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289904/WAxNA_F12_2_HU_1_T8.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290197/WAxNA_F12_2_HU_1_T8.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290197/WAxNA_F12_2_HU_1_T8.de_novo.vcf.gz.tbi
8616,5,46,8939,1,46,ERS169336,R2_HU_T16,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,16,,WAxNA_F12_2_HU_1_T16,WAxNA_F12_2_HU_1,82.26547629,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289944/WAxNA_F12_2_HU_1_T16.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289944/WAxNA_F12_2_HU_1_T16.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290022/WAxNA_F12_2_HU_1_T16.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290022/WAxNA_F12_2_HU_1_T16.de_novo.vcf.gz
11823,1,52,,,,ERS364091,2787STDY5607154,YGL1333,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,32,1,WAxNA_F12_2_HU_1_T32_C1,WAxNA_F12_2_HU_1,32.32427458,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289892/WAxNA_F12_2_HU_1_T32_C1.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289892/WAxNA_F12_2_HU_1_T32_C1.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290371/WAxNA_F12_2_HU_1_T32_C1.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290371/WAxNA_F12_2_HU_1_T32_C1.de_novo.vcf.gz.tbi
